frame,delay,model,name,conf
13,0.896649,n1t_l,mahesh,95.55038529023886
14,0.915298,n1t_l,serena,87.78383147834418
15,0.899778,n1t_l,mahesh,74.19078923755045
16,0.90627,n1t_l,,
17,0.932268,n1t_l,,
18,0.893088,n1t_l,robin,117.66672489589102
19,0.893579,n1t_l,robin,110.21684999909137
20,0.924753,n1t_l,serena,102.57932401933058
21,0.892728,n1t_l,robin,94.65269156600796
22,0.908166,n1t_l,mahesh,109.92626373667939
23,0.924618,n1t_l,,
24,0.896176,n1t_l,serena,129.5455344654844
25,0.924969,n1t_l,serena,107.73955654790133
26,0.935933,n1t_l,serena,89.16101191140133
27,0.892583,n1t_l,serena,84.26957458165363
28,0.908406,n1t_l,serena,74.89524466258233
29,0.888599,n1t_l,serena,64.09335074442782
30,0.931685,n1t_l,serena,111.57959153535832
31,0.877251,n1t_l,,
32,0.921376,n1t_l,serena,124.75102244324408
33,0.934748,n1t_l,serena,117.57241057057743
34,0.910783,n1t_l,serena,109.05404878633891
35,0.906866,n1t_l,serena,107.84571105737507
36,0.912458,n1t_l,serena,97.80074262926058
37,0.925816,n1t_l,serena,93.54006697347188
38,0.925091,n1t_l,serena,84.45193208658759
39,1.030308,n1t_l,serena,71.10209141224188
0,1.163132,n2t_l,,
1,1.358518,n2t_l,,
2,1.208553,n2t_l,serena,103.44630373083022
3,0.91051,n2t_l,serena,94.93799203710913
4,0.920849,n2t_l,serena,89.25107500433494
5,0.889283,n2t_l,serena,85.31115810674513
6,0.938544,n2t_l,serena,88.60113241333713
7,0.939572,n2t_l,serena,84.33414586469146
8,0.907124,n2t_l,,
9,0.910557,n2t_l,,
10,0.911176,n2t_l,serena,97.86372694317033
11,0.893368,n2t_l,serena,94.06428623049445
12,0.932389,n2t_l,serena,92.26436894999428
13,0.938552,n2t_l,serena,78.80182415787515
14,0.91959,n2t_l,mahesh,72.26985947616537
15,0.905872,n2t_l,mahesh,65.94275649988676
16,0.915928,n2t_l,mahesh,62.8856783229817
17,0.89695,n2t_l,serena,116.05518371923685
18,0.893365,n2t_l,serena,108.4505388554557
19,0.936036,n2t_l,serena,99.94441654446216
20,0.905733,n2t_l,serena,100.03064765055672
21,0.923489,n2t_l,serena,91.60860629177938
22,0.898209,n2t_l,serena,88.23427897569454
23,0.894561,n2t_l,serena,85.48713341202085
24,0.907366,n2t_l,serena,146.31215974704745
25,0.953008,n2t_l,,
26,0.902096,n2t_l,serena,102.09615958396722
27,0.912622,n2t_l,,
28,0.926455,n2t_l,serena,83.43286698177693
29,0.910764,n2t_l,serena,72.03121763644032
30,0.899673,n2t_l,serena,65.75187133455613
31,0.908206,n2t_l,serena,63.852675941014674
32,0.907027,n2t_l,serena,86.54637509925686
33,0.909824,n2t_l,,
34,0.877855,n2t_l,,
35,0.918438,n2t_l,,
36,0.919404,n2t_l,,
37,0.921165,n2t_l,,
38,0.916887,n2t_l,serena,115.17208116233923
39,0.916231,n2t_l,serena,100.85047899471343
40,0.92595,n2t_l,serena,102.95174730417979
41,0.909529,n2t_l,serena,96.87316382268382
42,0.931008,n2t_l,serena,98.72422688320584
43,0.92514,n2t_l,serena,82.10969302663065
44,0.942668,n2t_l,serena,74.18818946354686
45,0.922012,n2t_l,adrian,61.941276122119284
0,1.043689,n5t_l,serena,123.55462999256748
1,1.233906,n5t_l,serena,124.14345713137261
2,1.098908,n5t_l,serena,120.3355833807121
3,0.922357,n5t_l,serena,105.32857104257626
4,0.951352,n5t_l,serena,96.6009871220779
5,0.916634,n5t_l,serena,88.08653414871988
6,0.938905,n5t_l,serena,91.69708547801335
7,0.961121,n5t_l,serena,79.02207625037455
8,0.920896,n5t_l,serena,71.03811980479712
9,0.891779,n5t_l,,
10,0.906437,n5t_l,serena,123.52873133953251
11,0.909838,n5t_l,mahesh,100.20813212919687
12,0.909497,n5t_l,serena,82.94351347524375
13,0.939442,n5t_l,serena,75.01223927785234
14,0.967623,n5t_l,serena,66.4685514601178
15,0.921286,n5t_l,serena,59.85447948831236
16,0.919841,n5t_l,serena,63.296946634140745
17,0.916082,n5t_l,serena,107.74852933689083
18,0.954366,n5t_l,serena,103.57648030853248
19,0.928382,n5t_l,serena,92.5238739222364
20,0.903477,n5t_l,serena,85.45426880217937
21,0.912464,n5t_l,serena,80.18953314335806
22,0.906666,n5t_l,serena,76.36164674722279
23,0.926156,n5t_l,serena,104.8968361811149
24,0.902453,n5t_l,,
25,0.89602,n5t_l,serena,84.1937234762912
26,0.910038,n5t_l,serena,74.45693829825977
27,0.924107,n5t_l,serena,75.2033368416226
28,0.908195,n5t_l,serena,69.35744908352373
29,0.932306,n5t_l,serena,59.92861306405011
30,0.935253,n5t_l,serena,61.30805402668852
31,0.887516,n5t_l,,
32,0.894988,n5t_l,,
33,0.87402,n5t_l,,
34,0.892669,n5t_l,,
35,0.943289,n5t_l,mahesh,106.60124187880967
36,0.924751,n5t_l,serena,104.65863068268278
37,0.911437,n5t_l,serena,96.1292830075667
38,0.939464,n5t_l,serena,93.04632909337296
39,0.907714,n5t_l,serena,83.68763842092788
40,0.904305,n5t_l,serena,82.39985795739057
41,0.906388,n5t_l,serena,71.37377405157847
42,0.932907,n5t_l,serena,71.94217202009618
43,0.920978,n5t_l,mahesh,62.69809474895281
44,0.903343,n5t_l,robin,77.64500090419173
44,0.903343,n5t_l,mahesh,132.8810598514308
